,categories,title,rating,price,review_count,name,city,state
8849,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8850,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8851,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8852,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8853,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8854,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8855,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8856,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8857,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8858,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8859,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8860,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8861,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8862,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8863,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8864,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8865,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8866,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8867,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8868,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8869,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8870,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8871,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8872,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8873,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8874,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8875,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8876,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8877,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8878,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8879,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8880,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8881,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8882,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8883,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8884,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8885,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8886,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8887,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8888,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8889,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8890,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8891,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8892,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8893,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8894,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8895,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8896,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8897,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8898,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8899,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8900,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8901,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8902,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8903,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8904,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8905,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8906,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8907,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8908,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8909,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8910,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8911,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8912,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8913,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8914,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8915,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8916,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8917,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8918,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8919,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8920,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8921,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8922,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8923,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8924,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8925,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8926,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8927,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8928,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8929,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8930,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8931,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8932,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8933,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8934,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8935,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8936,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8937,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8938,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8939,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8940,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8941,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8942,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8943,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8944,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8945,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8946,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8947,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8948,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8949,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8950,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8951,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8952,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8953,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8954,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8955,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8956,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8957,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8958,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8959,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8960,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8961,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8962,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8963,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8964,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8965,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8966,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8967,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8968,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8969,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8970,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8971,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8972,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8973,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8974,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8975,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8976,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8977,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8978,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8979,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8980,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8981,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8982,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8983,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8984,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8985,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8986,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8987,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8988,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8989,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8990,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8991,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8992,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8993,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8994,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8995,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8996,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8997,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8998,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
8999,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9000,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9001,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9002,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9003,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9004,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9005,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9006,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9007,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9008,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9009,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9010,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9011,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9012,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9013,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9014,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9015,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9016,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9017,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9018,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9019,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9020,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9021,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9022,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9023,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9024,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9025,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9026,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9027,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9028,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9029,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9030,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9031,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9032,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9033,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9034,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9035,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9036,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9037,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9038,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9039,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9040,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9041,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9042,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9043,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9044,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9045,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9046,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9047,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9048,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9049,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9050,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9051,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9052,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9053,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9054,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9055,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9056,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9057,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9058,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9059,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9060,Asian Fusion,Asian Fusion,4.0,$$$,163,Flame,Bronx,NY
9061,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9062,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9063,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9064,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9065,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9066,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9067,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9068,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9069,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9070,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9071,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9072,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9073,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9074,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9075,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9076,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9077,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9078,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9079,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9080,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9081,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9082,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9083,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9084,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9085,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9086,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9087,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9088,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9089,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9090,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9091,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9092,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9093,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9094,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9095,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9096,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9097,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9098,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9099,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9100,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9101,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9102,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9103,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9104,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9105,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9106,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9107,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9108,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9109,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9110,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9111,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9112,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9113,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9114,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9115,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9116,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9117,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9118,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9119,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9120,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9121,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9122,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9123,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9124,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9125,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9126,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9127,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9128,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9129,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9130,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9131,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9132,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9133,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9134,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9135,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9136,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9137,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9138,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9139,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9140,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9141,Italian,Italian,4.0,$$,408,Dominick's Restaurant,Bronx,NY
9142,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9143,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9144,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9145,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9146,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9147,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9148,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9149,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9150,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9151,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9152,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9153,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9154,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9155,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9156,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9157,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9158,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9159,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9160,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9161,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9162,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9163,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9164,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9165,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9166,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9167,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9168,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9169,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9170,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9171,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9172,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9173,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9174,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9175,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9176,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9177,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9178,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9179,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9180,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9181,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9182,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9183,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9184,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9185,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9186,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9187,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9188,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9189,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9190,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9191,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
9192,Italian,Italian,4.5,$$,131,Arthur Ave Fiasco,Bronx,NY
