,categories,rating,price,review_count,name,city,state
18994,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
18995,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
18996,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
18997,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
18998,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
18999,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
19000,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
19001,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
19002,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
19003,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
19004,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
19005,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
19006,Coffee & Tea,3.5,2,35,John's Diner,Bronx,NY
19007,Bangladeshi,4.5,1,11,Bangla Garden Restaurant,New York,NY
19056,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19057,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19058,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19059,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19060,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19061,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19062,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19063,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19064,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19065,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19066,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19067,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19068,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19069,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19070,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19071,Fast Food,4.5,1,7,Chickenfest,Bronx,NY
19072,Halal,3.5,1,50,Khalil Biryani House,Bronx,NY
19090,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19091,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19092,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19093,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19094,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19095,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19096,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19097,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19098,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19099,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19100,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19101,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19102,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19103,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19104,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19105,Lounges,4,2,140,Step In Restaurant,Bronx,NY
19108,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19109,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19110,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19111,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19112,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19113,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19114,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19115,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19116,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19117,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19118,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19119,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19120,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19121,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19122,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19123,Breakfast & Brunch,2,2,109,IHOP,Bronx,NY
19124,Chinese,4,1,17,New General Tso's Restaurant,Bronx,NY
19126,Spanish,3.5,1,19,El Salvadoreño,New York,NY
19143,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19144,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19145,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19146,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19147,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19148,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19149,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19150,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19151,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19152,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19153,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19154,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19155,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19156,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19157,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19158,Soul Food,3.5,2,93,Cea-Lo Cafe,Bronx,NY
19175,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19176,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19177,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19178,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19179,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19180,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19181,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19182,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19183,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19184,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19185,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19186,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19187,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19188,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19189,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19190,Mexican,4,2,298,Estrellita Poblana,Bronx,NY
19191,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19192,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19193,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19194,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19195,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19196,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19197,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19198,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19199,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19200,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19201,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19202,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19203,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19204,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19205,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19206,Bars,4.5,2,22,Maravilla's Bar & Grill,Bronx,NY
19207,Puerto Rican,3.5,2,203,La Cocina Boricua,Bronx,NY
19210,Spanish,4,2,9,Lechonera El Sazon Criollo,New York,NY
19214,Pizza,4,1,42,Fratilli's Pizza,Bronx,NY
19218,Japanese,4,1,36,Sarku Japan,Bronx,NY
19219,Burgers,2.5,1,28,Jimbo's Hamburger Palace,Bronx,NY
19221,Seafood,3.5,1,14,Mega Seafood,Bronx,NY
19223,Diners,3.5,2,40,Shore Haven Diner,Bronx,NY
19228,Mexican,3.5,2,62,Vista Hermosa Restaurant,Bronx,NY
19231,Senegalese,4,2,12,Bravo African Restaurant,East Bronx,NY
19232,French,4,3,921,X20 on the Hudson,Yonkers,NY
19234,Italian,4.5,2,345,La Lanterna Restaurant & Caffe,Yonkers,NY
19235,Italian,4.5,2,104,Reno's Trattoria,Yonkers,NY
19236,Italian,3.5,3,1057,Harvest on Hudson,Hastings-On-Hudson,NY
19237,Brazilian,4,3,543,Texas de Brazil,Yonkers,NY
19238,Filipino,4,2,120,Hapag Filipino Cuisine,Yonkers,NY
19240,Mexican,4,2,122,Mesa Maya,Yonkers,NY
19241,American (New),3.5,2,942,Yard House,Yonkers,NY
19242,Seafood,4,2,183,Bread & Brine,Hastings on Hudson,NY
19243,Irish Pub,4,2,80,Francey Brady's,Yonkers,NY
19244,American (Traditional),4.5,2,113,The Rail House 10803,Pelham,NY
19246,Bars,4,2,41,Lusitania Seafood Restaurant,Yonkers,NY
19247,Diners,4,2,141,Seven Brothers Diner,Yonkers,NY
19248,Italian,4,2,206,Gianna's,Yonkers,NY
19250,Italian,3,2,342,Fortina - Yonkers,Yonkers,NY
19251,Gastropubs,3.5,2,356,Yonkers Brewing Co.,Yonkers,NY
19252,Italian,4,3,180,Zuppa Restaurant & Lounge,Yonkers,NY
19253,Portuguese,4,2,28,Tres Chaves Restaurant,Yonkers,NY
19254,Italian,4.5,3,119,Divino Cucina Italiana,Hastings-On-Hudson,NY
19255,American (New),4.5,1,5,La Cabana Restaurant,Yonkers,NY
19256,Salvadoran,4.5,1,50,Sazon CentroAmericano,Yonkers,NY
19258,American (New),3.5,3,1030,Half Moon,Dobbs Ferry,NY
19259,Chinese,4,1,32,China King,Yonkers,NY
19260,Mexican,4,2,73,Tako Mexican Street Food,Yonkers,NY
19261,Sandwiches,4,1,46,The Wedge Sandwich Shop,Yonkers,NY
19263,Vietnamese,4.5,2,334,Vietnam's Central,Scarsdale,NY
19267,Breakfast & Brunch,4.5,2,158,Pondfield Cafe,Bronxville,NY
19269,Latin American,4,2,71,El Cantito Cafe,Yonkers,NY
19270,Korean,4,2,194,Yeomiji,Scarsdale,NY
19271,Mexican,3.5,2,183,The Taco Project,Yonkers,NY
19272,Japanese,4,2,171,Khangri Restaurant,Yonkers,NY
19274,Noodles,3.5,2,302,Dumpling + Noodle,Bronxville,NY
19275,American (New),4,3,225,Underhills Crossing Restaurant,Bronxville,NY
19277,Mexican,3.5,2,233,Guapo Mexican Cuban Cuisine,Yonkers,NY
19278,Bars,4,3,211,Salsa Bembe,Yonkers,NY
19279,Korean,4,2,130,Korean BBQ Grill,New Rochelle,NY
19280,Irish Pub,4.5,2,22,The Whistlin' Donkey,Yonkers,NY
19281,American (New),4.5,2,197,An Artistic Taste,Harriman,NY
19282,Farmers Market,4.5,2,218,Blooming Hill Farm,Monroe,NY
19284,Pizza,4,2,246,Scalia & Co Craft Kitchen and Bar,Monroe,NY
19286,American (New),4.5,2,188,Christopher's Bistro,Chester,NY
19287,Bars,4.5,2,157,A Better Place Bar & Grill,Central Valley,NY
19289,Italian,4,2,150,Rustic Wheelhouse Restaurant,Chester,NY
19290,Cajun/Creole,4,2,91,Bourbon Street Bar and Grill,Monroe,NY
19291,Italian,4,2,296,Cosimo's Brick Oven Of Woodbury,Woodbury,NY
19292,American (New),4,2,338,The Helm,Greenwood Lake,NY
19293,Italian,4,2,170,La Vera Cucina,Monroe,NY
19294,Middle Eastern,4.5,2,360,Allan's Falafel,Chester,NY
19295,Japanese,4,2,213,Okaeri Sushi Hibachi,Monroe,NY
19297,Bars,4.5,3,24,Frogs End Tavern,Chester,NY
19298,Irish,4,1,15,Finnegan’s Pub,Woodbury,NY
19300,Pizza,4.5,1,112,Marina Restaurant & Pizza,Harriman,NY
19301,Mexican,4,2,212,Tulcingo Mexican Restaurant,Monroe,NY
19303,Japanese,4,2,168,Yune's Sushi,Monroe,NY
19304,American (Traditional),3.5,2,186,Captains Table,Monroe,NY
19305,German,3.5,2,111,The Breezy,Greenwood Lake,NY
19307,Burgers,4,2,158,Wayback Burgers,Monroe,NY
19310,Italian,4,2,63,Tre Angelina,Monroe,NY
19311,Ramen,3,2,65,Kinton Ramen,Woodbury,NY
19314,American (Traditional),4,3,99,Iron Forge Inn,Warwick,NY
19317,Italian,3.5,2,85,Parm,Woodbury,NY
19318,Japanese,3.5,2,107,Magoya Japanese Restaurant,Chester,NY
19319,Asian Fusion,3.5,2,89,Aji Asian Cuisine,Central Valley,NY
19320,Diners,3.5,2,70,Empire Diner,Monroe,NY
19321,Italian,3,2,108,Villa Positano,Monroe,NY
19323,American (Traditional),4.5,1,9,19 Main St Luncheonette,Chester,NY
19324,Steakhouses,3,2,119,Outback Steakhouse,Monroe,NY
19326,Mexican,4.5,2,147,Cancun Inn,Sugar Loaf,NY
19327,Pizza,4,2,33,Mario's Restaurant,Highland Mills,NY
19328,Sushi Bars,4,2,74,Plum House Japanese Restaurant,Monroe,NY
19329,Thai,3,4,2,Thai Kitchen,Warwick,WAR
19330,Delis,4.5,1,36,Jorge's Kitchen,Central Valley,NY
19331,American (New),4.5,2,957,Bridge View Tavern & Beer Garden,Sleepy Hollow,NY
19334,American (New),4.5,3,375,The Hudson House,Nyack,NY
19335,Soul Food,4.5,2,84,My Father’s House Southern Cuisine,Nyack,NY
19337,Irish,4.5,2,62,River Court on Main,New City,NY
19338,Portuguese,4,2,96,Portuguese Churrasqueira BBQ Restaurant,Spring Valley,NY
19340,Italian,4,2,114,Michael's on Main,New City,NY
19341,Mediterranean,4.5,2,119,Sazonè Latin Fusion,New City,NY
19342,Wine Bars,4,2,106,Jacqueline's On Main,Nanuet,NY
19343,American (New),4,3,447,Fire and Oak Montvale NJ,Montvale,NJ
19344,American (New),4.5,2,181,Communal Kitchen,Nyack,NY
19345,Spanish,4,2,425,Sangria,Mahwah,NJ
19346,Filipino,4.5,2,160,Karenderya,Nyack,NY
19348,Gastropubs,4,2,268,Growler & Gill,Nanuet,NY
19349,Breakfast & Brunch,4.5,2,328,Willow & Whisk,Wyckoff,NJ
19352,Gastropubs,4,2,147,Ambulance Brew House,Nanuet,NY
19353,Asian Fusion,4.5,2,199,Grub,West Nyack,NY
19355,American (New),4,2,93,Plan B,Suffern,NY
19356,American (New),4.5,2,147,Estrella's Cafe,Nanuet,NY
19357,American (New),4,3,169,Roost,Sparkill,NY
19358,Latin American,4.5,3,195,Union Restaurant & Bar Latino,Haverstraw,NY
19359,Mediterranean,4,2,292,The Greek-ish - Nyack,Nyack,NY
19360,Latin American,3.5,2,250,Don Coqui | Haverstraw,Haverstraw,NY
19361,Barbeque,4,2,548,Bailey's Smokehouse,Blauvelt,NY
19362,Sushi Bars,4.5,2,121,Momoyama Sushi House,Nanuet,NY
19363,Sushi Bars,4.5,2,158,AJ'S Sushi & Cajun Seafood,Suffern,NY
19365,Seafood,3.5,2,194,The Boathouse,Ossining,NY
19366,American (New),4,2,428,The Burger Loft,New City,NY
19367,Mexican,4.5,2,57,Guadalajara Restaurant,Spring Valley,NY
19368,Coffee & Tea,4.5,2,446,Dottie Audrey's Bakery Kitchen,Tuxedo Park,NY
19370,Tapas Bars,4.5,2,134,Basque Tapas Bar,Piermont,NY
19371,Japanese,3.5,3,521,Mt Fuji Japanese Steak House,Hillburn,NY
19373,Seafood,3.5,2,371,Gilligan's Clam Bar & Grill,Pomona,NY
19375,Italian,4.5,2,412,Bellissimo,Montvale,NJ
19376,Seafood,3,2,181,Hudson Water Club,West Haverstraw,NY
19378,Japanese,4,2,112,Cho Cho San Noodle House,Nanuet,NY
19380,Mexican,4,2,344,El Bandido Mexican Restaurant,Spring Valley,NY
19381,Food Court,4,2,413,Time Out Market New York,Brooklyn,NY
19382,Dim Sum,4.5,2,126,Din Soup Dumplings,Brooklyn,NY
19383,Mediterranean,4,3,265,Celestine,Brooklyn,NY
19384,American (New),4.5,3,181,Boutros,Brooklyn,NY
19385,Thai,4,2,260,Brooklyn Farm,Brooklyn,NY
19386,Cocktail Bars,4.5,2,83,The Binc,Brooklyn,NY
19387,Pizza,4.5,2,2550,Juliana's,Brooklyn,NY
19388,American (New),4,2,281,The Osprey,Brooklyn,NY
19394,Middle Eastern,4.5,2,88,Al Badawi,Brooklyn,NY
19396,Cafes,5,2,190,Lillo Cucina Italiana,Brooklyn,NY
19397,Vietnamese,4.5,2,122,Em Vietnamese Bistro,Brooklyn,NY
19399,Italian,4,2,604,Noodle Pudding,Brooklyn,NY
19400,Bookstores,4.5,2,79,Usagi NY,Dumbo,NY
19401,Breakfast & Brunch,4,3,648,Colonie,Brooklyn,NY
19402,Italian,4,2,481,AlMar,Brooklyn,NY
19404,Hot Pot,4,2,121,KPOT Korean BBQ & Hot Pot,Brooklyn,NY
19405,American (New),4,3,378,Henry's End,Brooklyn,NY
19407,Diners,4,2,487,Clark's Restaurant,Brooklyn,NY
19408,Italian,3.5,3,997,Cecconi's Dumbo,Brooklyn,NY
19409,American (Traditional),4,4,132,Gage and Tollner,Brooklyn,NY
19410,American (New),4,2,376,Westville Dumbo,Brooklyn,NY
19411,American (Traditional),4.5,2,98,Grand Canyon Restaurant,Brooklyn,NY
19412,Mexican,4.5,2,59,Taqueria Al Pastor,Brooklyn,NY
19414,Sushi Bars,4.5,2,147,Sushi Gallery,Brooklyn,NY
19416,Peruvian,4,2,322,Pollo D' Oro,Brooklyn,NY
19417,American (New),4,2,310,Malibu Farm New York,New York,NY
19418,Mexican,4.5,2,286,Las Santas,Brooklyn,NY
19419,Coffee & Tea,4,2,240,Bluestone Lane DUMBO Café,Brooklyn,NY
19420,Coffee & Tea,4.5,2,118,Vineapple Cafe,Brooklyn,NY
19422,Ramen,4,2,402,Kogane Ramen-Brooklyn Heights,Brooklyn,NY
19423,Chinese,4,2,86,Xi'an Famous Foods,Brooklyn,NY
19426,Coffee & Tea,4,2,170,Butler,Brooklyn,NY
19427,Chicken Shop,4,2,16,Yardbird,Brooklyn,NY
19428,French,4,3,454,Chez Moi,Brooklyn,NY
19429,Seafood,4.5,2,617,Fishmarket Restaurant,New York,NY
19446,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19447,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19448,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19449,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19450,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19451,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19452,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19453,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19454,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19455,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19456,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19457,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19458,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19459,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19460,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19461,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19462,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19463,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19464,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19465,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19466,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19467,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19468,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19469,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19470,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19471,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19472,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19473,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19474,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19475,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19476,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19477,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19478,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19479,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19480,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19481,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19482,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19483,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19484,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19485,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19486,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19487,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19488,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19489,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19490,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19491,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19492,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19493,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19494,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19495,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19496,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19497,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19498,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19499,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19500,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19501,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19502,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19503,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19504,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19505,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19506,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19507,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19508,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19509,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19510,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19511,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19512,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19513,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19514,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19515,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19516,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19517,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19518,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19519,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19520,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19521,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19522,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19523,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19524,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19525,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19526,Caribbean,3.5,3,129,Bamboo Walk Restaurant,New York,NY
19527,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19528,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19529,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19530,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19531,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19532,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19533,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19534,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19535,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19536,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19537,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19538,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19539,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19540,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19541,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19542,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19543,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19544,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19545,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19546,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19547,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19548,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19549,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19550,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19551,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19552,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19553,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19554,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19555,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19556,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19557,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19558,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19559,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19560,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19561,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19562,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19563,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19564,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19565,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19566,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19567,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19568,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19569,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19570,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19571,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19572,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19573,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19574,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19575,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19576,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19577,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19578,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19579,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19580,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19581,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19582,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
19583,Caribbean,3.5,2,1302,Suede,Brooklyn,NY
