,categories,rating,price,review_count,name,city,state
923,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
924,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
925,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
926,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
927,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
928,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
929,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
930,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
931,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
932,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
933,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
934,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
935,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
936,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
937,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
938,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
939,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
940,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
941,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
942,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
943,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
944,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
945,Spanish,4,3,612,Beso,Staten Island,NY
946,Spanish,4,3,612,Beso,Staten Island,NY
947,Spanish,4,3,612,Beso,Staten Island,NY
948,Spanish,4,3,612,Beso,Staten Island,NY
949,Spanish,4,3,612,Beso,Staten Island,NY
950,Spanish,4,3,612,Beso,Staten Island,NY
951,Spanish,4,3,612,Beso,Staten Island,NY
952,Spanish,4,3,612,Beso,Staten Island,NY
953,Spanish,4,3,612,Beso,Staten Island,NY
954,Spanish,4,3,612,Beso,Staten Island,NY
955,Spanish,4,3,612,Beso,Staten Island,NY
956,Spanish,4,3,612,Beso,Staten Island,NY
957,Spanish,4,3,612,Beso,Staten Island,NY
958,Spanish,4,3,612,Beso,Staten Island,NY
959,Spanish,4,3,612,Beso,Staten Island,NY
960,Spanish,4,3,612,Beso,Staten Island,NY
961,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
962,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
963,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
964,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
965,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
966,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
967,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
968,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
969,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
970,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
971,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
972,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
973,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
974,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
975,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
976,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
977,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
978,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
979,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
980,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
981,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
982,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
983,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
984,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
985,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
986,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
987,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
988,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
989,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
990,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
991,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
992,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
993,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
994,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
995,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
996,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
997,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
998,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
999,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1000,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1001,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1002,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1003,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1004,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1005,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1006,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1007,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1008,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1009,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1010,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1011,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1012,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1013,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1014,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1015,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1016,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1017,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1018,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1019,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1020,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1021,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1022,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1023,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1024,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1025,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1026,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1027,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1028,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1029,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1030,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1031,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1032,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1033,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1034,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1035,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1036,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1037,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1038,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1039,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1040,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1041,Hot Pot,4,2,239,99 Favor Taste - Staten Island,Staten Island,NY
1042,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1043,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1044,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1045,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1046,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1047,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1048,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1049,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1050,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1051,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1052,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1053,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1054,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1055,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1056,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1057,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1058,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1059,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1060,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1061,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1062,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1063,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1064,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1065,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1066,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1067,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1068,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1069,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1070,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1071,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1072,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1073,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1074,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1075,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1076,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1077,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1078,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1079,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1080,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1081,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1082,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1083,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1084,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1085,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1086,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1087,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1088,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1089,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1090,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1091,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1092,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1093,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1094,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1095,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1096,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1097,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1098,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1099,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1100,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1101,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1102,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1103,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1104,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1105,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1106,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1107,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1108,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1109,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1110,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1111,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1112,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1113,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1114,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1115,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1116,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1117,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1118,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1119,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1120,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1121,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1122,Pizza,4,2,80,Campania Coal Fired Pizza,Staten Island,NY
1123,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1124,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1125,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1126,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1127,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1128,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1129,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1130,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1131,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1132,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1133,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1134,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1135,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1136,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1137,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1138,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1139,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1140,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1141,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1142,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1143,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1144,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1145,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1146,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1147,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1148,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1149,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1150,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1151,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1152,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1153,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1154,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1155,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1156,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1157,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1158,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1159,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1160,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1161,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1162,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1163,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1164,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1165,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1166,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1167,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1168,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1169,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1170,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1171,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1172,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1173,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1174,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1175,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1176,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1177,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1178,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1179,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1180,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1181,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1182,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1183,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1184,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1185,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1186,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1187,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1188,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1189,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1190,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1191,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1192,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1193,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1194,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1195,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1196,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1197,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1198,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1199,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1200,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1201,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1202,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1203,Peruvian,4,2,301,Incas Grill Peruvian kitchen,Staten Island,NY
1204,Bars,3,2,16,Clinton Hall - Staten Island,Staten Island,NY
1286,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1287,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1288,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1289,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1290,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1291,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1292,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1293,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1294,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1295,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1296,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1297,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1298,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1299,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1300,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1301,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1302,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1303,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1304,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1305,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1306,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1307,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1308,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1309,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1310,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1311,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1312,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1313,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1314,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1315,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1316,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1317,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1318,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1319,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1320,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1321,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1322,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1323,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1324,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1325,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1326,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1327,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1328,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1329,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1330,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1331,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1332,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1333,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1334,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1335,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1336,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1337,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1338,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1339,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1340,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1341,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1342,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1343,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1344,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1345,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1346,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1347,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1348,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1349,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1350,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1351,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1352,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1353,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1354,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1355,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1356,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1357,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
1358,Ramen,4.5,2,39,Ohkami Ramen,Staten Island,NY
